Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R14_07_25_2019_14_39_14,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:39:16.433 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R14_07_25_2019_14_39_14.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:39:14.597,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:39:14.597,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,2157,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,2157,-1.661255,74.625366,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-385.598846,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,2157,-1.378624,47.049747,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-86.019447,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,2157,-3.839569,15.24353,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-162.646637,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,2157,-1.945267,25.38031,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-218.189407,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,2157,-4.262136,71.384048,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",30.555676,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,2157,-2.091553,111.752838,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",453.760162,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,2157,-2.740906,47.759216,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",604.599243,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,2157,-2.708313,70.703323,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-79.922142,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,2157,-2.537842,134.304474,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-67.195084,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,2157,-4.047768,70.704948,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",20.290369,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,2157,-4.107376,77.080009,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",105.142891,Not RatioMetric,B7038_18A,Strain,
