Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R18_07_25_2019_10_39_19,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:39:21.166 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R18_07_25_2019_10_39_19.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:39:19.486,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:39:19.486,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1867,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,1867,-0.420853,13.681313,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-138.343018,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,1867,-0.161316,5.239136,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-586.444702,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,1867,-0.059362,3.466775,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",-1.908458,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,1867,-0.002561,-0.002504,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,1867,-1.687836,18.31842,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-474.398468,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,1867,-0.283875,7.932648,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-403.559967,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,1867,-0.388618,17.002441,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",120.040436,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,1867,-0.566101,19.397888,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-618.595581,Not RatioMetric,B4531_18A,Strain,
B7039_18A,DT_DOUBLE,ue,1867,0.047272,9.511658,,0,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-288.849945,Not RatioMetric,B7039_18A,Strain,
B7056_18A,DT_DOUBLE,ue,1867,-0.067291,9.413528,,0,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-153.262344,Not RatioMetric,B7056_18A,Strain,
B5406_18A,DT_DOUBLE,ue,1867,-0.127151,12.015114,,0,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-107.853844,Not RatioMetric,B5406_18A,Strain,
B5395_18A,DT_DOUBLE,ue,1867,-0.07909,13.232418,,0,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-59.688366,Not RatioMetric,B5395_18A,Strain,
B6192_18A,DT_DOUBLE,ue,1867,-6.299896,0.161652,,0,{NULL},104960,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-220.0448,Not RatioMetric,B6192_18A,Strain,
B6190_18A,DT_DOUBLE,ue,1867,-0.19112,21.031525,,0,{NULL},114400,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",45.548058,Not RatioMetric,B6190_18A,Strain,
B7035_18A,DT_DOUBLE,ue,1867,-0.093239,10.030334,,0,{NULL},102560,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-110.705894,Not RatioMetric,B7035_18A,Strain,
B7059_18A,DT_DOUBLE,ue,1867,-0.134422,18.598808,,0,{NULL},104280,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",99.523376,Not RatioMetric,B7059_18A,Strain,
B7046_18A,DT_DOUBLE,ue,1867,-0.601862,11.510113,,0,{NULL},102880,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",30.61734,Not RatioMetric,B7046_18A,Strain,
B7032_18A,DT_DOUBLE,ue,1867,-0.16411,11.540483,,0,{NULL},100720,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-25.235075,Not RatioMetric,B7032_18A,Strain,
B5382_18A,DT_DOUBLE,ue,1867,-0.580246,4.096146,,0,{NULL},104320,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",181.623047,Not RatioMetric,B5382_18A,Strain,
B6191_18A,DT_DOUBLE,ue,1867,-0.633245,11.078952,,0,{NULL},107720,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",4.65967,Not RatioMetric,B6191_18A,Strain,
B6182_18A,DT_DOUBLE,ue,1867,-2.209171,1.755318,,0,{NULL},107160,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-24.784039,Not RatioMetric,B6182_18A,Strain,
B5401_18A,DT_DOUBLE,ue,1867,-0.344467,2.76207,,0,{NULL},105780,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",136.180725,Not RatioMetric,B5401_18A,Strain,
B7062_18A,DT_DOUBLE,ue,1867,-0.096069,2.701904,,0,{NULL},105000,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-567.961121,Not RatioMetric,B7062_18A,Strain,
B7029_18A,DT_DOUBLE,ue,1867,-0.038612,1.394028,,0,{NULL},101400,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",94.316788,Not RatioMetric,B7029_18A,Strain,
B7031_18A,DT_DOUBLE,ue,1867,-0.195301,22.159298,,0,{NULL},101760,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",59.038357,Not RatioMetric,B7031_18A,Strain,
B5412_18A,DT_DOUBLE,ue,1867,-0.175499,19.102989,,0,{NULL},106300,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",105.036705,Not RatioMetric,B5412_18A,Strain,
B7042_18A,DT_DOUBLE,ue,1867,-8.823441,0.142708,,0,{NULL},102140,0,ExcitationOn,64,"IW4-0636,0,CHAN-3",-59.757202,Not RatioMetric,B7042_18A,Strain,
B4523_18A,DT_DOUBLE,ue,1867,-0.22583,18.386292,,0,{NULL},111720,0,ExcitationOn,64,"IW4-0636,0,CHAN-4",-593.737366,Not RatioMetric,B4523_18A,Strain,
B6178_18A,DT_DOUBLE,ue,1867,-0.072845,2.885437,,0,{NULL},108440,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-303.693542,Not RatioMetric,B6178_18A,Strain,
B5381_18A,DT_DOUBLE,ue,1867,-0.049484,3.188557,,0,{NULL},106840,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-54.412708,Not RatioMetric,B5381_18A,Strain,
IW4-0627-0-CHAN-3,DT_DOUBLE,none,1867,-0.003095,-0.003048,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-3",0,Not RatioMetric,IW4-0627-0-CHAN-3,Unknown,
IW4-0627-0-CHAN-4,DT_DOUBLE,none,1867,-0.002374,-0.002319,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-4",0,Not RatioMetric,IW4-0627-0-CHAN-4,Unknown,
