Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R45_07_25_2019_15_24_17,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 03:24:19.910 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R45_07_25_2019_15_24_17.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 15:24:18.044,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 15:24:18.044,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1120,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,1120,-1.7995,50.179626,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-388.131714,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,1120,-1.905609,85.700493,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-88.865952,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,1120,-5.650665,46.394295,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-165.25412,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,1120,-1.859451,52.714203,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-221.105301,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,1120,-0.842819,14.543499,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",29.566975,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,1120,-1.118347,23.679291,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",451.599457,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,1120,-0.686768,8.246216,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",605.276367,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,1120,-1.684715,18.254372,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-82.617249,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,1120,-1.969467,67.132225,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-69.879601,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,1120,-0.943993,40.804905,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",19.458092,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,1120,-6.386528,52.935051,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",104.643578,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,1120,-1.923214,57.860546,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",5.238261,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,1120,-0.387634,3.031128,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-284.488464,Not RatioMetric,B7033_18A,Strain,
B7034_18A,DT_DOUBLE,ue,1120,-0.117126,0.28418,,0,{NULL},101660,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",-597.858032,Not RatioMetric,B7034_18A,Strain,
B7053_18A,DT_DOUBLE,ue,1120,-0.521271,3.178528,,0,{NULL},102120,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-189.155807,Not RatioMetric,B7053_18A,Strain,
B7041_18A,DT_DOUBLE,ue,1120,-0.610779,1.385986,,0,{NULL},101380,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",-401.202423,Not RatioMetric,B7041_18A,Strain,
A2149,DT_DOUBLE,g,1120,-0.001895,0.00312,,0,{NULL},2.5188,0,ExcitationOn,1,"IW4-0626,0,CHAN-1",-0.008694,Not RatioMetric,A2149,Accelerometer,
B7044_18A,DT_DOUBLE,ue,1120,-3.027771,49.793182,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",312.536652,Not RatioMetric,B7044_18A,Strain,
B7058_18A,DT_DOUBLE,ue,1120,-1.82843,48.810669,,0,{NULL},103240,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-312.38092,Not RatioMetric,B7058_18A,Strain,
B7047_18A,DT_DOUBLE,ue,1120,-1.471375,33.75631,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-129.419891,Not RatioMetric,B7047_18A,Strain,
B4541_18A,DT_DOUBLE,ue,1120,-0.98999,10.046509,,0,{NULL},108040,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",515.247681,Not RatioMetric,B4541_18A,Strain,
B4526_18A,DT_DOUBLE,ue,1120,-0.518799,4.801758,,0,{NULL},104860,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-1599.996338,Not RatioMetric,B4526_18A,Strain,
B7061_18A,DT_DOUBLE,ue,1120,-0.685516,8.456627,,0,{NULL},103540,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",-121.182869,Not RatioMetric,B7061_18A,Strain,
B6876_18B,DT_DOUBLE,ue,1120,-0.318359,1.862885,,0,{NULL},104100,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",-251.728882,Not RatioMetric,B6876_18B,Strain,
IW4-0624-0-CHAN-1,DT_DOUBLE,none,1120,-0.001388,-0.001334,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-1",0,Not RatioMetric,IW4-0624-0-CHAN-1,Unknown,
IW4-0624-0-CHAN-2,DT_DOUBLE,none,1120,-0.000979,-0.000921,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-2",0,Not RatioMetric,IW4-0624-0-CHAN-2,Unknown,
B5411_18A,DT_DOUBLE,ue,1120,-1.633438,1.778656,,0,{NULL},107080,0,ExcitationOn,64,"IW4-0624,0,CHAN-3",169.996948,Not RatioMetric,B5411_18A,Strain,
IW4-0624-0-CHAN-4,DT_DOUBLE,none,1120,-0.000889,-0.000837,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-4",0,Not RatioMetric,IW4-0624-0-CHAN-4,Unknown,
B7045_18A,DT_DOUBLE,ue,1120,-1.574402,39.649818,,0,{NULL},104640,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-148.740967,Not RatioMetric,B7045_18A,Strain,
B7051_18A,DT_DOUBLE,ue,1120,-2.562057,41.886887,,0,{NULL},101580,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",186.435852,Not RatioMetric,B7051_18A,Strain,
B7043_18A,DT_DOUBLE,ue,1120,-0.897949,26.492065,,0,{NULL},102500,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-520.053406,Not RatioMetric,B7043_18A,Strain,
B7054_18A,DT_DOUBLE,ue,1120,-0.89463,14.547447,,0,{NULL},103200,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",-88.258507,Not RatioMetric,B7054_18A,Strain,
B5398_18A,DT_DOUBLE,ue,1120,-3.432831,63.079956,,0,{NULL},106200,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",-376.933838,Not RatioMetric,B5398_18A,Strain,
B4535_18A,DT_DOUBLE,ue,1120,-1.070465,36.167572,,0,{NULL},108060,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",-405.338623,Not RatioMetric,B4535_18A,Strain,
A2148,DT_DOUBLE,g,1120,-0.004166,0.004651,,0,{NULL},2.5252,0,ExcitationOn,1,"IW4-0636,0,CHAN-3",-0.027094,Not RatioMetric,A2148,Accelerometer,
