Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R10_07_25_2019_14_32_13,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:32:15.048 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R10_07_25_2019_14_32_13.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:32:13.229,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:32:13.229,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,2677,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,2677,-0.792633,18.534943,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-384.700195,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,2677,-0.970436,5.596489,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-85.366798,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,2677,-1.785126,2.06778,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-161.731354,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,2677,-0.920547,5.097549,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-218.340866,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,2677,-3.941498,72.506104,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",30.736973,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,2677,-1.925323,113.935669,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",454.293762,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,2677,-3.099915,65.698853,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",605.129578,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,2677,-2.618431,74.579613,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-79.903908,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,2677,-1.762711,83.052551,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-66.950623,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,2677,-2.639313,44.310211,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",19.88529,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,2677,-1.946815,43.475044,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",105.523201,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,2677,-1.291302,50.576111,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",8.732668,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,2677,-5.109406,62.328964,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-281.506775,Not RatioMetric,B7033_18A,Strain,
B7034_18A,DT_DOUBLE,ue,2677,-3.074768,7.943176,,0,{NULL},101660,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",-596.287476,Not RatioMetric,B7034_18A,Strain,
B7053_18A,DT_DOUBLE,ue,2677,-1.56897,102.223869,,0,{NULL},102120,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-186.697342,Not RatioMetric,B7053_18A,Strain,
B7041_18A,DT_DOUBLE,ue,2677,-3.54187,59.951904,,0,{NULL},101380,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",-398.748138,Not RatioMetric,B7041_18A,Strain,
A2149,DT_DOUBLE,g,2677,-0.000252,0.000499,,0,{NULL},2.5188,0,ExcitationOn,1,"IW4-0626,0,CHAN-1",-0.008384,Not RatioMetric,A2149,Accelerometer,
B7044_18A,DT_DOUBLE,ue,2677,-0.83728,17.630219,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",315.149628,Not RatioMetric,B7044_18A,Strain,
