Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R12_07_25_2019_14_35_31,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:35:33.564 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R12_07_25_2019_14_35_31.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:35:31.761,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:35:31.761,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,2313,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,2313,-0.784241,18.162109,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-385.126434,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,2313,-0.844559,5.016777,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-85.609474,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,2313,-1.865067,2.014526,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-161.971603,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,2313,-0.854324,5.150223,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-218.274246,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,2313,-4.089952,74.134193,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",30.245729,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,2313,-1.93869,116.215637,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",453.468323,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,2313,-3.229309,65.329346,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",605.489075,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,2313,-2.880806,76.021545,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-79.869904,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,2313,-1.717682,82.88475,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-67.118286,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,2313,-2.623337,44.185959,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",20.137688,Not RatioMetric,B7052_18A,Strain,
