Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R16_07_25_2019_14_42_24,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:42:26.680 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R16_07_25_2019_14_42_24.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:42:24.801,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:42:24.801,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1693,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,1693,-1.753906,74.672852,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-385.939178,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,1693,-1.39061,46.355278,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-85.910141,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,1693,-4.614792,14.583054,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-162.314346,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,1693,-1.99054,25.373154,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-218.612732,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,1693,-4.171118,72.967697,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",30.183144,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,1693,-2.08844,114.812531,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",453.19986,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,1693,-2.673584,48.736938,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",604.707031,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,1693,-3.450645,69.637863,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-79.138504,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,1693,-2.622009,135.389008,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-67.391068,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,1693,-4.02249,70.031487,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",21.157249,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,1693,-3.667435,77.561806,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",104.975014,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,1693,-2.231035,128.518784,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",8.082994,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,1693,-1.71759,18.891907,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-282.622681,Not RatioMetric,B7033_18A,Strain,
B7034_18A,DT_DOUBLE,ue,1693,-0.561523,1.367065,,0,{NULL},101660,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",-596.664978,Not RatioMetric,B7034_18A,Strain,
B7053_18A,DT_DOUBLE,ue,1693,-1.460403,26.188614,,0,{NULL},102120,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-186.413147,Not RatioMetric,B7053_18A,Strain,
B7041_18A,DT_DOUBLE,ue,1693,-3.698975,12.895325,,0,{NULL},101380,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",-398.065247,Not RatioMetric,B7041_18A,Strain,
A2149,DT_DOUBLE,g,1693,-0.000253,0.000758,,0,{NULL},2.5188,0,ExcitationOn,1,"IW4-0626,0,CHAN-1",-0.008435,Not RatioMetric,A2149,Accelerometer,
B7044_18A,DT_DOUBLE,ue,1693,-1.958435,63.063263,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",315.169647,Not RatioMetric,B7044_18A,Strain,
B7058_18A,DT_DOUBLE,ue,1693,-2.106079,101.07637,,0,{NULL},103240,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-309.910461,Not RatioMetric,B7058_18A,Strain,
B7047_18A,DT_DOUBLE,ue,1693,-3.712761,71.110931,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-126.908302,Not RatioMetric,B7047_18A,Strain,
B4541_18A,DT_DOUBLE,ue,1693,-1.356934,45.056824,,0,{NULL},108040,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",519.172119,Not RatioMetric,B4541_18A,Strain,
B4526_18A,DT_DOUBLE,ue,1693,-1.423828,26.988525,,0,{NULL},104860,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-1599.863647,Not RatioMetric,B4526_18A,Strain,
B7061_18A,DT_DOUBLE,ue,1693,-1.391464,60.729389,,0,{NULL},103540,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",-119.408936,Not RatioMetric,B7061_18A,Strain,
B6876_18B,DT_DOUBLE,ue,1693,-1.744202,11.140671,,0,{NULL},104100,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",-249.479401,Not RatioMetric,B6876_18B,Strain,
IW4-0624-0-CHAN-1,DT_DOUBLE,none,1693,-0.001384,-0.001335,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-1",0,Not RatioMetric,IW4-0624-0-CHAN-1,Unknown,
IW4-0624-0-CHAN-2,DT_DOUBLE,none,1693,-0.000979,-0.000922,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-2",0,Not RatioMetric,IW4-0624-0-CHAN-2,Unknown,
B5411_18A,DT_DOUBLE,ue,1693,-0.807068,9.365891,,0,{NULL},107080,0,ExcitationOn,64,"IW4-0624,0,CHAN-3",171.672943,Not RatioMetric,B5411_18A,Strain,
IW4-0624-0-CHAN-4,DT_DOUBLE,none,1693,-0.000893,-0.000836,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-4",0,Not RatioMetric,IW4-0624-0-CHAN-4,Unknown,
B7045_18A,DT_DOUBLE,ue,1693,-2.432129,130.73204,,0,{NULL},104640,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-146.147858,Not RatioMetric,B7045_18A,Strain,
B7051_18A,DT_DOUBLE,ue,1693,-4.487045,85.273987,,0,{NULL},101580,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",190.190369,Not RatioMetric,B7051_18A,Strain,
B7043_18A,DT_DOUBLE,ue,1693,-4.890625,78.563202,,0,{NULL},102500,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-518.804138,Not RatioMetric,B7043_18A,Strain,
B7054_18A,DT_DOUBLE,ue,1693,-1.745392,77.174446,,0,{NULL},103200,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",-85.489693,Not RatioMetric,B7054_18A,Strain,
B5398_18A,DT_DOUBLE,ue,1693,-2.230469,79.278442,,0,{NULL},106200,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",-374.692902,Not RatioMetric,B5398_18A,Strain,
B4535_18A,DT_DOUBLE,ue,1693,-4.74118,80.239746,,0,{NULL},108060,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",-403.271942,Not RatioMetric,B4535_18A,Strain,
A2148,DT_DOUBLE,g,1693,-0.000906,0.001431,,0,{NULL},2.5252,0,ExcitationOn,1,"IW4-0636,0,CHAN-3",-0.026787,Not RatioMetric,A2148,Accelerometer,
A2147,DT_DOUBLE,g,1693,-0.000545,0.000635,,0,{NULL},2.528,0,ExcitationOn,1,"IW4-0636,0,CHAN-4",-0.017905,Not RatioMetric,A2147,Accelerometer,
A2146_18A,DT_DOUBLE,g,1693,-0.000287,0.00154,,0,{NULL},2.5157,0,ExcitationOn,1,"P-0463,0,CHAN-1",-0.038761,Not RatioMetric,A2146_18A,Accelerometer,
B5404_18A,DT_DOUBLE,ue,1693,-2.196732,39.150902,,0,{NULL},105780,0,ExcitationOn,64,"P-0463,0,CHAN-2",38.748459,Not RatioMetric,B5404_18A,Strain,
B7055_18A,DT_DOUBLE,ue,1693,-1.577087,48.218948,,0,{NULL},102040,0,ExcitationOn,64,"P-0463,0,CHAN-3",-157.599686,Not RatioMetric,B7055_18A,Strain,
B5384_18A,DT_DOUBLE,ue,1693,-1.494751,38.25296,,0,{NULL},113800,0,ExcitationOn,64,"P-0463,0,CHAN-4",-317.266632,Not RatioMetric,B5384_18A,Strain,
