Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R2_07_25_2019_14_04_51,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:04:53.410 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R2_07_25_2019_14_04_51.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:04:51.605,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:04:51.605,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,13389,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,13389,-1.102173,62.13446,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-384.306091,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,13389,-1.063309,107.389572,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-86.134033,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,13389,-8.094833,52.365685,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-160.727402,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,13389,-0.612976,65.945221,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-218.299118,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,13389,-0.733826,15.42276,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",30.924259,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,13389,-0.699951,25.768005,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",455.516602,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,13389,-0.675415,7.757324,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",606.102905,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,13389,-0.790451,16.570908,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-78.998672,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,13389,-1.388603,76.560005,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-66.390495,Not RatioMetric,B7050_18A,Strain,
