Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R38_07_25_2019_11_16_46,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 11:16:48.216 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R38_07_25_2019_11_16_46.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 11:16:46.544,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 11:16:46.544,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,961,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,961,-0.29538,9.293617,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-131.158218,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,961,-0.278259,3.617554,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-579.038208,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,961,-0.062089,2.659755,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",6.751451,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,961,-0.002562,-0.002507,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,961,-1.269165,18.864502,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-467.440521,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,961,-0.287689,9.975616,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-396.735229,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,961,-0.340034,15.328918,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",127.064011,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,961,-1.067871,16.250671,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-611.465332,Not RatioMetric,B4531_18A,Strain,
B7039_18A,DT_DOUBLE,ue,961,-0.024338,8.442078,,0,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-140.355392,Not RatioMetric,B7039_18A,Strain,
B7056_18A,DT_DOUBLE,ue,961,-0.126633,8.849884,,0,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-146.065521,Not RatioMetric,B7056_18A,Strain,
B5406_18A,DT_DOUBLE,ue,961,-0.108192,11.18203,,0,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-100.407982,Not RatioMetric,B5406_18A,Strain,
B5395_18A,DT_DOUBLE,ue,961,-0.154396,12.507149,,0,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-52.440403,Not RatioMetric,B5395_18A,Strain,
B6192_18A,DT_DOUBLE,ue,961,-6.933838,0.10498,,0,{NULL},104960,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-212.941879,Not RatioMetric,B6192_18A,Strain,
B6190_18A,DT_DOUBLE,ue,961,-0.200058,22.269474,,0,{NULL},114400,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",50.857265,Not RatioMetric,B6190_18A,Strain,
B7035_18A,DT_DOUBLE,ue,961,-0.072823,7.496567,,0,{NULL},102560,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-106.671806,Not RatioMetric,B7035_18A,Strain,
B7059_18A,DT_DOUBLE,ue,961,-0.210182,18.230515,,0,{NULL},104280,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",106.088959,Not RatioMetric,B7059_18A,Strain,
B7046_18A,DT_DOUBLE,ue,961,-1.388233,12.105053,,0,{NULL},102880,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",34.493412,Not RatioMetric,B7046_18A,Strain,
B7032_18A,DT_DOUBLE,ue,961,-0.159748,11.076474,,0,{NULL},100720,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-21.636288,Not RatioMetric,B7032_18A,Strain,
B5382_18A,DT_DOUBLE,ue,961,-0.337326,5.301697,,0,{NULL},104320,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",185.976395,Not RatioMetric,B5382_18A,Strain,
B6191_18A,DT_DOUBLE,ue,961,-1.393304,10.644055,,0,{NULL},107720,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",9.886901,Not RatioMetric,B6191_18A,Strain,
B6182_18A,DT_DOUBLE,ue,961,-2.236931,1.213642,,0,{NULL},107160,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-20.566477,Not RatioMetric,B6182_18A,Strain,
B5401_18A,DT_DOUBLE,ue,961,-0.06163,2.482346,,0,{NULL},105780,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",140.144531,Not RatioMetric,B5401_18A,Strain,
B7062_18A,DT_DOUBLE,ue,961,-0.068359,2.338745,,0,{NULL},105000,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-564.277588,Not RatioMetric,B7062_18A,Strain,
B7029_18A,DT_DOUBLE,ue,961,-0.085381,1.311295,,0,{NULL},101400,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",98.939598,Not RatioMetric,B7029_18A,Strain,
B7031_18A,DT_DOUBLE,ue,961,-0.207108,23.528214,,0,{NULL},101760,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",65.507172,Not RatioMetric,B7031_18A,Strain,
B5412_18A,DT_DOUBLE,ue,961,-0.2108,20.112907,,0,{NULL},106300,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",114.737068,Not RatioMetric,B5412_18A,Strain,
B7042_18A,DT_DOUBLE,ue,961,-8.780952,0.129784,,0,{NULL},102140,0,ExcitationOn,64,"IW4-0636,0,CHAN-3",-51.782673,Not RatioMetric,B7042_18A,Strain,
B4523_18A,DT_DOUBLE,ue,961,-0.221863,20.436157,,0,{NULL},111720,0,ExcitationOn,64,"IW4-0636,0,CHAN-4",-587.804016,Not RatioMetric,B4523_18A,Strain,
B6178_18A,DT_DOUBLE,ue,961,-0.081604,2.518127,,0,{NULL},108440,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-295.68512,Not RatioMetric,B6178_18A,Strain,
B5381_18A,DT_DOUBLE,ue,961,-0.061256,2.868759,,0,{NULL},106840,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-45.460659,Not RatioMetric,B5381_18A,Strain,
IW4-0627-0-CHAN-3,DT_DOUBLE,none,961,-0.003092,-0.003048,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-3",0,Not RatioMetric,IW4-0627-0-CHAN-3,Unknown,
IW4-0627-0-CHAN-4,DT_DOUBLE,none,961,-0.002358,-0.002301,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-4",0,Not RatioMetric,IW4-0627-0-CHAN-4,Unknown,
