Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R4_07_25_2019_10_07_53,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:07:55.074 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R4_07_25_2019_10_07_53.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:07:53.415,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:07:53.415,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,15782,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,15782,-0.336693,13.167236,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-124.559631,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,15782,-0.220154,5.226257,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-572.288269,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,15782,-0.108031,4.357266,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",12.683688,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,15782,-0.002578,-0.002489,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,15782,-1.729034,20.528168,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-461.154114,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,15782,-0.292572,10.582367,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-389.316986,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,15782,-0.626205,18.749908,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",133.219742,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,15782,-1.460999,20.715576,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-605.112549,Not RatioMetric,B4531_18A,Strain,
B7039_18A,DT_DOUBLE,ue,15782,0.06073,40.018494,,0,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-647.952332,Not RatioMetric,B7039_18A,Strain,
B7056_18A,DT_DOUBLE,ue,15782,-0.179825,11.740829,,0,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-136.525391,Not RatioMetric,B7056_18A,Strain,
B5406_18A,DT_DOUBLE,ue,15782,-0.134041,14.069214,,0,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-92.892181,Not RatioMetric,B5406_18A,Strain,
B5395_18A,DT_DOUBLE,ue,15782,-0.195721,14.917274,,0,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-44.220768,Not RatioMetric,B5395_18A,Strain,
B6192_18A,DT_DOUBLE,ue,15782,-6.743912,0.174759,,12,{NULL},104960,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-210.133942,Not RatioMetric,B6192_18A,Strain,
B6190_18A,DT_DOUBLE,ue,15782,-0.2281,23.052917,,13,{NULL},114400,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",61.547852,Not RatioMetric,B6190_18A,Strain,
B7035_18A,DT_DOUBLE,ue,15782,-0.178452,7.952354,,14,{NULL},102560,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-102.327751,Not RatioMetric,B7035_18A,Strain,
B7059_18A,DT_DOUBLE,ue,15782,-0.213013,18.146545,,15,{NULL},104280,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",115.043579,Not RatioMetric,B7059_18A,Strain,
B7046_18A,DT_DOUBLE,ue,15782,-0.305405,12.747711,,0,{NULL},102880,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",38.943111,Not RatioMetric,B7046_18A,Strain,
B7032_18A,DT_DOUBLE,ue,15782,-0.248352,12.004265,,0,{NULL},100720,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-16.743877,Not RatioMetric,B7032_18A,Strain,
B5382_18A,DT_DOUBLE,ue,15782,-0.487686,7.085251,,0,{NULL},104320,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",192.967529,Not RatioMetric,B5382_18A,Strain,
B6191_18A,DT_DOUBLE,ue,15782,-0.224597,12.445305,,0,{NULL},107720,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",12.489315,Not RatioMetric,B6191_18A,Strain,
B6182_18A,DT_DOUBLE,ue,15782,-2.518784,0.10269,,0,{NULL},107160,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-16.408741,Not RatioMetric,B6182_18A,Strain,
B5401_18A,DT_DOUBLE,ue,15782,-0.1026,4.43782,,0,{NULL},105780,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",145.542236,Not RatioMetric,B5401_18A,Strain,
B7062_18A,DT_DOUBLE,ue,15782,-0.095398,3.860168,,0,{NULL},105000,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-558.076355,Not RatioMetric,B7062_18A,Strain,
B7029_18A,DT_DOUBLE,ue,15782,-0.109428,1.818329,,0,{NULL},101400,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",106.074074,Not RatioMetric,B7029_18A,Strain,
B7031_18A,DT_DOUBLE,ue,15782,-0.239456,23.42263,,0,{NULL},101760,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",73.983574,Not RatioMetric,B7031_18A,Strain,
B5412_18A,DT_DOUBLE,ue,15782,-0.235313,22.307266,,0,{NULL},106300,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",120.802399,Not RatioMetric,B5412_18A,Strain,
B7042_18A,DT_DOUBLE,ue,15782,-8.825836,0.140305,,0,{NULL},102140,0,ExcitationOn,64,"IW4-0636,0,CHAN-3",-46.641636,Not RatioMetric,B7042_18A,Strain,
B4523_18A,DT_DOUBLE,ue,15782,-0.277405,21.365295,,0,{NULL},111720,0,ExcitationOn,64,"IW4-0636,0,CHAN-4",-579.840393,Not RatioMetric,B4523_18A,Strain,
B6178_18A,DT_DOUBLE,ue,15782,-0.080811,4.409302,,0,{NULL},108440,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-289.290039,Not RatioMetric,B6178_18A,Strain,
B5381_18A,DT_DOUBLE,ue,15782,-0.098167,4.551228,,0,{NULL},106840,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-38.137211,Not RatioMetric,B5381_18A,Strain,
IW4-0627-0-CHAN-3,DT_DOUBLE,none,15782,-0.003106,-0.003044,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-3",0,Not RatioMetric,IW4-0627-0-CHAN-3,Unknown,
IW4-0627-0-CHAN-4,DT_DOUBLE,none,15782,-0.002382,-0.00231,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-4",0,Not RatioMetric,IW4-0627-0-CHAN-4,Unknown,
