Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R51_07_25_2019_15_33_01,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 03:33:03.368 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R51_07_25_2019_15_33_01.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 15:33:01.502,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 15:33:01.502,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,805,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,805,-2.158081,54.867859,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-390.44928,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,805,-3.884956,30.887653,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-90.858635,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,805,-1.483688,8.452759,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-166.943649,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,805,-2.123642,17.411484,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-225.168045,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,805,-1.624697,76.721642,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",27.409113,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,805,-2.158051,123.912628,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",448.662079,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,805,-2.395264,59.61908,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",603.345642,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,805,-3.993507,74.455734,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-84.342674,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,805,-2.369194,129.72142,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-71.997604,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,805,-1.084076,70.100006,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",18.07135,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,805,-5.865936,64.187881,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",101.984665,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,805,-2.211284,108.780807,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",3.465626,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,805,-2.770874,25.33725,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-287.495056,Not RatioMetric,B7033_18A,Strain,
B7034_18A,DT_DOUBLE,ue,805,-1.456116,1.98053,,0,{NULL},101660,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",-599.020142,Not RatioMetric,B7034_18A,Strain,
B7053_18A,DT_DOUBLE,ue,805,-2.032623,40.545654,,0,{NULL},102120,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-192.505615,Not RatioMetric,B7053_18A,Strain,
B7041_18A,DT_DOUBLE,ue,805,-1.536377,20.907227,,0,{NULL},101380,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",-403.781647,Not RatioMetric,B7041_18A,Strain,
A2149,DT_DOUBLE,g,805,-0.003621,0.003602,,0,{NULL},2.5188,0,ExcitationOn,1,"IW4-0626,0,CHAN-1",-0.008821,Not RatioMetric,A2149,Accelerometer,
