Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R13_07_25_2019_14_37_25,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:37:27.109 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R13_07_25_2019_14_37_25.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:37:25.292,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:37:25.292,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,2365,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,2365,-1.763031,58.562653,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-385.464264,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,2365,-1.186676,30.453316,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-86.022827,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,2365,-1.727676,8.730408,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-162.345123,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,2365,-2.755951,18.08046,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-218.184326,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,2365,-3.954004,83.179214,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",31.144798,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,2365,-2.084167,128.593933,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",454.105164,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,2365,-3.030334,62.972107,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",605.72406,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,2365,-4.350273,80.007568,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-80.4133,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,2365,-2.590775,132.158249,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-67.300865,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,2365,-1.906113,74.592232,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",19.193192,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,2365,-6.156372,69.291878,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",106.528358,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,2365,-2.432598,113.997826,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",7.991223,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,2365,-3.178314,23.67392,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-281.23941,Not RatioMetric,B7033_18A,Strain,
B7034_18A,DT_DOUBLE,ue,2365,-1.321655,1.27887,,0,{NULL},101660,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",-596.163513,Not RatioMetric,B7034_18A,Strain,
B7053_18A,DT_DOUBLE,ue,2365,-1.624222,34.444794,,0,{NULL},102120,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-185.974655,Not RatioMetric,B7053_18A,Strain,
B7041_18A,DT_DOUBLE,ue,2365,-1.682159,18.974945,,0,{NULL},101380,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",-398.813019,Not RatioMetric,B7041_18A,Strain,
A2149,DT_DOUBLE,g,2365,-0.000238,0.000643,,0,{NULL},2.5188,0,ExcitationOn,1,"IW4-0626,0,CHAN-1",-0.00839,Not RatioMetric,A2149,Accelerometer,
B7044_18A,DT_DOUBLE,ue,2365,-2.804993,48.192963,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",315.530457,Not RatioMetric,B7044_18A,Strain,
B7058_18A,DT_DOUBLE,ue,2365,-1.889313,81.585876,,0,{NULL},103240,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-310.197845,Not RatioMetric,B7058_18A,Strain,
B7047_18A,DT_DOUBLE,ue,2365,-2.522713,55.918289,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-126.959114,Not RatioMetric,B7047_18A,Strain,
B4541_18A,DT_DOUBLE,ue,2365,-3.373596,57.496155,,0,{NULL},108040,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",518.49707,Not RatioMetric,B4541_18A,Strain,
