Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R5_07_25_2019_14_17_01,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:17:03.887 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R5_07_25_2019_14_17_01.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:17:02.017,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:17:02.017,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,16041,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,16041,-0.531372,45.176483,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-384.599182,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,16041,-0.336159,23.926689,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-85.583809,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,16041,0.330231,8.665756,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-160.237946,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,16041,-0.951767,12.592331,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-218.99472,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,16041,-1.217342,68.469101,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",27.688177,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,16041,-0.667145,96.767822,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",453.537903,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,16041,-0.715698,42.16333,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",604.551208,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,16041,-0.630211,61.114861,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-79.394577,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,16041,-0.823189,75.604439,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-67.677322,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,16041,-1.120758,42.602257,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",17.127626,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,16041,-1.019814,40.488541,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",104.767319,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,16041,-0.764268,84.5224,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",8.249818,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,16041,-0.920807,10.950134,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-281.907959,Not RatioMetric,B7033_18A,Strain,
B7034_18A,DT_DOUBLE,ue,16041,-0.694031,0.219971,,0,{NULL},101660,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",-596.170715,Not RatioMetric,B7034_18A,Strain,
B7053_18A,DT_DOUBLE,ue,16041,-0.131775,17.928635,,0,{NULL},102120,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-186.246689,Not RatioMetric,B7053_18A,Strain,
B7041_18A,DT_DOUBLE,ue,16041,0.289551,9.096344,,0,{NULL},101380,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",-397.33371,Not RatioMetric,B7041_18A,Strain,
A2149,DT_DOUBLE,g,16041,-0.000162,0.000414,,0,{NULL},2.5188,0,ExcitationOn,1,"IW4-0626,0,CHAN-1",-0.008305,Not RatioMetric,A2149,Accelerometer,
B7044_18A,DT_DOUBLE,ue,16041,-0.623047,46.653015,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",315.614441,Not RatioMetric,B7044_18A,Strain,
B7058_18A,DT_DOUBLE,ue,16041,-0.640472,72.365005,,0,{NULL},103240,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-309.983185,Not RatioMetric,B7058_18A,Strain,
B7047_18A,DT_DOUBLE,ue,16041,-1.121613,57.31208,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-127.541077,Not RatioMetric,B7047_18A,Strain,
B4541_18A,DT_DOUBLE,ue,16041,-0.665527,39.958618,,0,{NULL},108040,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",517.774597,Not RatioMetric,B4541_18A,Strain,
B4526_18A,DT_DOUBLE,ue,16041,-1.437622,18.001831,,0,{NULL},104860,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-1599.162964,Not RatioMetric,B4526_18A,Strain,
B7061_18A,DT_DOUBLE,ue,16041,-0.338791,41.82177,,0,{NULL},103540,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",-118.907951,Not RatioMetric,B7061_18A,Strain,
B6876_18B,DT_DOUBLE,ue,16041,-0.923492,5.896378,,0,{NULL},104100,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",-248.836945,Not RatioMetric,B6876_18B,Strain,
IW4-0624-0-CHAN-1,DT_DOUBLE,none,16041,-0.001391,-0.001328,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-1",0,Not RatioMetric,IW4-0624-0-CHAN-1,Unknown,
IW4-0624-0-CHAN-2,DT_DOUBLE,none,16041,-0.000996,-0.000925,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-2",0,Not RatioMetric,IW4-0624-0-CHAN-2,Unknown,
B5411_18A,DT_DOUBLE,ue,16041,-0.739716,3.580841,,0,{NULL},107080,0,ExcitationOn,64,"IW4-0624,0,CHAN-3",173.925522,Not RatioMetric,B5411_18A,Strain,
