Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R28_07_25_2019_14_59_34,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 02:59:36.494 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R28_07_25_2019_14_59_34.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 14:59:34.655,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 14:59:34.655,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1273,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,1273,-1.577423,72.969696,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-386.971527,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,1273,-1.293839,47.725769,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-86.342674,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,1273,-4.156967,13.478622,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-162.909576,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,1273,-1.856186,24.629349,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-219.480133,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,1273,-4.051252,68.267059,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",30.257343,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,1273,-1.822937,111.072845,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",452.70639,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,1273,-2.70813,46.515137,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",604.986633,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,1273,-2.409706,67.08432,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-80.065254,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,1273,-2.497978,133.615723,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-68.211258,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,1273,-3.97769,66.806244,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",21.751949,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,1273,-3.659958,74.014038,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",104.87767,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,1273,-2.142112,126.1567,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",7.551002,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,1273,-1.668915,18.329834,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-283.652008,Not RatioMetric,B7033_18A,Strain,
