Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R8_07_25_2019_10_22_31,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:22:32.880 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R8_07_25_2019_10_22_31.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:22:31.247,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:22:31.247,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,7670,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,7670,-1.307114,11.531021,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-131.640228,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,7670,-1.170105,3.774353,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-579.773621,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,7670,-1.098546,2.192188,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",5.500087,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,7670,-0.002562,-0.002492,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,7670,-2.37149,18.879639,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-468.17865,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,7670,-1.05954,8.37381,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-396.637543,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,7670,-1.332657,16.625732,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",126.223816,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,7670,-2.105408,19.076294,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-612.122314,Not RatioMetric,B4531_18A,Strain,
IW4-0626-0-CHAN-1,DT_DOUBLE,ue,0,#NV,#NV,,,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-502.888153,Not RatioMetric,IW4-0626-0-CHAN-1,Strain,
IW4-0626-0-CHAN-2,DT_DOUBLE,ue,0,#NV,#NV,,,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-140.229507,Not RatioMetric,IW4-0626-0-CHAN-2,Strain,
IW4-0626-0-CHAN-3,DT_DOUBLE,ue,0,#NV,#NV,,,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-96.398987,Not RatioMetric,IW4-0626-0-CHAN-3,Strain,
IW4-0626-0-CHAN-4,DT_DOUBLE,ue,0,#NV,#NV,,,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-47.772919,Not RatioMetric,IW4-0626-0-CHAN-4,Strain,
B6192_18A,DT_DOUBLE,ue,7670,-7.67012,0.056229,,0,{NULL},104960,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-213.996902,Not RatioMetric,B6192_18A,Strain,
B6190_18A,DT_DOUBLE,ue,7670,-1.135353,20.770721,,0,{NULL},114400,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",55.229919,Not RatioMetric,B6190_18A,Strain,
B7035_18A,DT_DOUBLE,ue,7670,-0.581436,8.592339,,0,{NULL},102560,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-105.451752,Not RatioMetric,B7035_18A,Strain,
B7059_18A,DT_DOUBLE,ue,7670,-1.089256,17.362495,,0,{NULL},104280,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",109.282501,Not RatioMetric,B7059_18A,Strain,
B7046_18A,DT_DOUBLE,ue,7670,-1.316742,11.543037,,0,{NULL},102880,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",35.495598,Not RatioMetric,B7046_18A,Strain,
B7032_18A,DT_DOUBLE,ue,7670,-0.89399,10.50866,,0,{NULL},100720,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-20.653595,Not RatioMetric,B7032_18A,Strain,
B5382_18A,DT_DOUBLE,ue,7670,-1.442352,3.463287,,0,{NULL},104320,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",186.553879,Not RatioMetric,B5382_18A,Strain,
B6191_18A,DT_DOUBLE,ue,7670,-1.825258,10.670631,,0,{NULL},107720,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",8.127819,Not RatioMetric,B6191_18A,Strain,
B6182_18A,DT_DOUBLE,ue,7670,-3.018457,0.770086,,0,{NULL},107160,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-19.42926,Not RatioMetric,B6182_18A,Strain,
B5401_18A,DT_DOUBLE,ue,7670,-0.851822,2.279724,,0,{NULL},105780,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",141.708527,Not RatioMetric,B5401_18A,Strain,
B7062_18A,DT_DOUBLE,ue,7670,-0.842834,1.973755,,0,{NULL},105000,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-561.902527,Not RatioMetric,B7062_18A,Strain,
B7029_18A,DT_DOUBLE,ue,7670,-1.139252,0.340134,,0,{NULL},101400,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",101.399734,Not RatioMetric,B7029_18A,Strain,
B7031_18A,DT_DOUBLE,ue,7670,-1.154907,21.71476,,0,{NULL},101760,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",67.450294,Not RatioMetric,B7031_18A,Strain,
B5412_18A,DT_DOUBLE,ue,7670,-1.610413,17.815407,,0,{NULL},106300,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",112.419258,Not RatioMetric,B5412_18A,Strain,
B7042_18A,DT_DOUBLE,ue,7670,-10.182964,0.00573,,0,{NULL},102140,0,ExcitationOn,64,"IW4-0636,0,CHAN-3",-53.238892,Not RatioMetric,B7042_18A,Strain,
B4523_18A,DT_DOUBLE,ue,7670,-1.163208,18.430908,,0,{NULL},111720,0,ExcitationOn,64,"IW4-0636,0,CHAN-4",-586.450012,Not RatioMetric,B4523_18A,Strain,
B6178_18A,DT_DOUBLE,ue,7670,-1.110046,1.577057,,0,{NULL},108440,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-296.390259,Not RatioMetric,B6178_18A,Strain,
B5381_18A,DT_DOUBLE,ue,7670,-1.295818,1.682171,,0,{NULL},106840,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-45.944218,Not RatioMetric,B5381_18A,Strain,
IW4-0627-0-CHAN-3,DT_DOUBLE,none,7670,-0.00311,-0.003039,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-3",0,Not RatioMetric,IW4-0627-0-CHAN-3,Unknown,
IW4-0627-0-CHAN-4,DT_DOUBLE,none,7670,-0.00237,-0.002307,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-4",0,Not RatioMetric,IW4-0627-0-CHAN-4,Unknown,
