Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R17_07_25_2019_10_38_21,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:38:23.584 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R17_07_25_2019_10_38_21.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:38:21.875,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:38:21.875,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1177,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,1177,-0.286713,13.073509,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-138.760925,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,1177,-0.074524,16.603149,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-586.835449,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,1177,-0.054424,15.034648,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",-2.240753,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,1177,-0.002565,-0.002504,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,1177,-0.076324,4.5224,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-474.780914,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,1177,-0.121857,1.512512,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-403.919891,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,1177,-0.146904,2.99543,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",119.620102,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,1177,-0.22583,5.668152,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-618.929443,Not RatioMetric,B4531_18A,Strain,
B7039_18A,DT_DOUBLE,ue,1177,-0.000854,19.570587,,0,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-295.492981,Not RatioMetric,B7039_18A,Strain,
B7056_18A,DT_DOUBLE,ue,1177,-0.451187,22.148224,,0,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-153.165421,Not RatioMetric,B7056_18A,Strain,
B5406_18A,DT_DOUBLE,ue,1177,-0.319893,23.642929,,0,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-107.764153,Not RatioMetric,B5406_18A,Strain,
B5395_18A,DT_DOUBLE,ue,1177,-0.266834,22.429523,,0,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-59.820488,Not RatioMetric,B5395_18A,Strain,
B6192_18A,DT_DOUBLE,ue,1177,-3.757767,0.098602,,0,{NULL},104960,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-220.191116,Not RatioMetric,B6192_18A,Strain,
B6190_18A,DT_DOUBLE,ue,1177,-0.173637,13.951878,,0,{NULL},114400,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",45.452393,Not RatioMetric,B6190_18A,Strain,
B7035_18A,DT_DOUBLE,ue,1177,-1.389992,8.877556,,0,{NULL},102560,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-110.747337,Not RatioMetric,B7035_18A,Strain,
B7059_18A,DT_DOUBLE,ue,1177,-0.321808,21.560463,,0,{NULL},104280,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",99.451416,Not RatioMetric,B7059_18A,Strain,
B7046_18A,DT_DOUBLE,ue,1177,-0.229832,6.000643,,0,{NULL},102880,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",30.550508,Not RatioMetric,B7046_18A,Strain,
B7032_18A,DT_DOUBLE,ue,1177,-0.099474,2.046249,,0,{NULL},100720,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-25.318733,Not RatioMetric,B7032_18A,Strain,
B5382_18A,DT_DOUBLE,ue,1177,-0.568802,0.253326,,0,{NULL},104320,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",181.423019,Not RatioMetric,B5382_18A,Strain,
B6191_18A,DT_DOUBLE,ue,1177,-0.097696,2.188602,,0,{NULL},107720,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",4.529304,Not RatioMetric,B6191_18A,Strain,
B6182_18A,DT_DOUBLE,ue,1177,-0.343616,11.265044,,0,{NULL},107160,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-24.804054,Not RatioMetric,B6182_18A,Strain,
