Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R25_07_25_2019_10_50_29,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:50:31.081 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R25_07_25_2019_10_50_29.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:50:29.421,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:50:29.421,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1220,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,1220,-0.194656,13.46405,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-135.827393,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,1220,-0.105103,16.751465,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-584.139221,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,1220,-0.104636,15.103364,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",0.801036,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,1220,-0.002567,-0.002504,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,1220,-0.151611,4.710571,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-471.707214,Not RatioMetric,B7060_18A,Strain,
