Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R20_07_25_2019_10_41_44,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:41:45.888 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R20_07_25_2019_10_41_44.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:41:44.232,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:41:44.232,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1117,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,1117,-0.421204,11.967331,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-139.310654,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,1117,-0.200562,4.580383,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-587.599731,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,1117,-0.119141,3.262321,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",-3.050214,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,1117,-0.002561,-0.002503,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,1117,-1.718445,18.656616,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-474.833435,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,1117,-0.297546,8.826813,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-403.977875,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,1117,-0.420364,16.495201,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",119.370247,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,1117,-1.211792,18.745789,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-619.418884,Not RatioMetric,B4531_18A,Strain,
B7039_18A,DT_DOUBLE,ue,1117,0.041229,8.889618,,0,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-272.713806,Not RatioMetric,B7039_18A,Strain,
B7056_18A,DT_DOUBLE,ue,1117,-0.111374,9.272995,,0,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-152.663879,Not RatioMetric,B7056_18A,Strain,
B5406_18A,DT_DOUBLE,ue,1117,-0.108604,11.951981,,0,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-107.037941,Not RatioMetric,B5406_18A,Strain,
B5395_18A,DT_DOUBLE,ue,1117,-0.126305,12.983047,,0,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-59.062836,Not RatioMetric,B5395_18A,Strain,
B6192_18A,DT_DOUBLE,ue,1117,-6.480026,0.161148,,0,{NULL},104960,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-219.823792,Not RatioMetric,B6192_18A,Strain,
B6190_18A,DT_DOUBLE,ue,1117,-0.207863,20.456715,,0,{NULL},114400,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",45.722515,Not RatioMetric,B6190_18A,Strain,
B7035_18A,DT_DOUBLE,ue,1117,-0.093414,9.3284,,0,{NULL},102560,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-110.115273,Not RatioMetric,B7035_18A,Strain,
B7059_18A,DT_DOUBLE,ue,1117,-0.247292,17.726334,,0,{NULL},104280,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",99.786201,Not RatioMetric,B7059_18A,Strain,
B7046_18A,DT_DOUBLE,ue,1117,-0.622488,11.836035,,0,{NULL},102880,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",31.1061,Not RatioMetric,B7046_18A,Strain,
B7032_18A,DT_DOUBLE,ue,1117,-0.195105,11.305025,,0,{NULL},100720,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-24.73571,Not RatioMetric,B7032_18A,Strain,
B5382_18A,DT_DOUBLE,ue,1117,-0.499573,4.378952,,0,{NULL},104320,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",181.628662,Not RatioMetric,B5382_18A,Strain,
B6191_18A,DT_DOUBLE,ue,1117,-0.71169,11.459036,,0,{NULL},107720,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",5.183943,Not RatioMetric,B6191_18A,Strain,
B6182_18A,DT_DOUBLE,ue,1117,-2.44376,1.39415,,0,{NULL},107160,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-24.095028,Not RatioMetric,B6182_18A,Strain,
B5401_18A,DT_DOUBLE,ue,1117,-0.06488,3.047913,,0,{NULL},105780,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",136.489944,Not RatioMetric,B5401_18A,Strain,
B7062_18A,DT_DOUBLE,ue,1117,-0.057312,2.695984,,0,{NULL},105000,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-567.570557,Not RatioMetric,B7062_18A,Strain,
B7029_18A,DT_DOUBLE,ue,1117,-0.043625,1.363838,,0,{NULL},101400,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",94.803741,Not RatioMetric,B7029_18A,Strain,
B7031_18A,DT_DOUBLE,ue,1117,-0.204063,21.862385,,0,{NULL},101760,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",59.089138,Not RatioMetric,B7031_18A,Strain,
B5412_18A,DT_DOUBLE,ue,1117,-0.222343,19.377266,,0,{NULL},106300,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",105.036957,Not RatioMetric,B5412_18A,Strain,
B7042_18A,DT_DOUBLE,ue,1117,-8.30661,0.117516,,0,{NULL},102140,0,ExcitationOn,64,"IW4-0636,0,CHAN-3",-59.727196,Not RatioMetric,B7042_18A,Strain,
B4523_18A,DT_DOUBLE,ue,1117,-0.25354,18.47583,,0,{NULL},111720,0,ExcitationOn,64,"IW4-0636,0,CHAN-4",-593.625244,Not RatioMetric,B4523_18A,Strain,
B6178_18A,DT_DOUBLE,ue,1117,-0.080597,2.740173,,0,{NULL},108440,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-304.790985,Not RatioMetric,B6178_18A,Strain,
B5381_18A,DT_DOUBLE,ue,1117,-0.09853,3.042305,,0,{NULL},106840,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-55.809097,Not RatioMetric,B5381_18A,Strain,
IW4-0627-0-CHAN-3,DT_DOUBLE,none,1117,-0.003105,-0.003051,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-3",0,Not RatioMetric,IW4-0627-0-CHAN-3,Unknown,
IW4-0627-0-CHAN-4,DT_DOUBLE,none,1117,-0.002369,-0.002311,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-4",0,Not RatioMetric,IW4-0627-0-CHAN-4,Unknown,
