Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R13_07_25_2019_10_31_26,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:31:27.929 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R13_07_25_2019_10_31_26.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:31:26.299,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:31:26.299,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,2841,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,2841,-0.768356,13.068489,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-137.755981,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,2841,-0.314026,16.938477,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-586.113159,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,2841,-0.478396,14.945389,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",-1.278543,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,2841,-0.002563,-0.002501,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,2841,-0.45459,4.386749,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-473.743439,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,2841,-0.515839,1.315155,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-402.823639,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,2841,-0.616928,2.702789,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",120.420959,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,2841,-0.673767,5.44574,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-617.844971,Not RatioMetric,B4531_18A,Strain,
B7039_18A,DT_DOUBLE,ue,2841,0.079224,21.231903,,0,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-351.656067,Not RatioMetric,B7039_18A,Strain,
B7056_18A,DT_DOUBLE,ue,2841,-0.646042,22.820358,,0,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-149.630768,Not RatioMetric,B7056_18A,Strain,
B5406_18A,DT_DOUBLE,ue,2841,-0.520538,24.528069,,0,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-105.1632,Not RatioMetric,B5406_18A,Strain,
B5395_18A,DT_DOUBLE,ue,2841,-0.473892,23.091217,,0,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-57.43195,Not RatioMetric,B5395_18A,Strain,
