Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
WaterLoo steelBridge_R40_07_25_2019_15_17_15,WaterLooSteelBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 03:17:17.135 PM,C:\STS_UserData\Data\July_2019\25\WaterLoo steelBridge_R40_07_25_2019_15_17_15.tdms,C:\STS_UserData\Data,WaterLoo,WaterLoo steelBridge,1:14:48.841 PM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 15:17:15.310,41,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 15:17:15.310,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1117,,,,0,,,,,,,,,,,
B5408_18A,DT_DOUBLE,ue,1117,-1.712952,69.741486,,0,{NULL},106520,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-387.513885,Not RatioMetric,B5408_18A,Strain,
B7057_18A,DT_DOUBLE,ue,1117,-1.716797,47.093567,,0,{NULL},102960,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-87.53894,Not RatioMetric,B7057_18A,Strain,
B6181_18A,DT_DOUBLE,ue,1117,-3.939621,15.100784,,0,{NULL},112800,0,ExcitationOn,64,"IW4-0627,0,CHAN-3",-163.824661,Not RatioMetric,B6181_18A,Strain,
B5397_18A,DT_DOUBLE,ue,1117,-1.917175,25.678986,,0,{NULL},104080,0,ExcitationOn,64,"IW4-0627,0,CHAN-4",-219.970154,Not RatioMetric,B5397_18A,Strain,
B7036_18A,DT_DOUBLE,ue,1117,-3.984133,69.249405,,0,{NULL},101400,0,ExcitationOn,64,"P-0448,0,CHAN-1",29.836832,Not RatioMetric,B7036_18A,Strain,
B7048_18A,DT_DOUBLE,ue,1117,-1.745056,107.012756,,0,{NULL},103240,0,ExcitationOn,64,"P-0448,0,CHAN-2",451.840881,Not RatioMetric,B7048_18A,Strain,
B4546_18A,DT_DOUBLE,ue,1117,-2.732788,48.286316,,0,{NULL},105460,0,ExcitationOn,64,"P-0448,0,CHAN-3",604.728699,Not RatioMetric,B4546_18A,Strain,
B7040_18A,DT_DOUBLE,ue,1117,-1.995338,64.554115,,0,{NULL},102680,0,ExcitationOn,64,"P-0448,0,CHAN-4",-80.684921,Not RatioMetric,B7040_18A,Strain,
B7050_18A,DT_DOUBLE,ue,1117,-2.545563,125.3284,,0,{NULL},101920,0,ExcitationOn,64,"IW4-0629,0,CHAN-1",-68.769661,Not RatioMetric,B7050_18A,Strain,
B7052_18A,DT_DOUBLE,ue,1117,-3.9858,68.673126,,0,{NULL},102020,0,ExcitationOn,64,"IW4-0629,0,CHAN-2",21.899082,Not RatioMetric,B7052_18A,Strain,
B7038_18A,DT_DOUBLE,ue,1117,-2.420258,73.765388,,0,{NULL},104360,0,ExcitationOn,64,"IW4-0629,0,CHAN-3",104.174706,Not RatioMetric,B7038_18A,Strain,
B7049_18A,DT_DOUBLE,ue,1117,-2.014029,123.18943,,0,{NULL},103680,0,ExcitationOn,64,"IW4-0629,0,CHAN-4",6.488912,Not RatioMetric,B7049_18A,Strain,
B7033_18A,DT_DOUBLE,ue,1117,-1.232941,18.190735,,0,{NULL},104120,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-284.589386,Not RatioMetric,B7033_18A,Strain,
B7034_18A,DT_DOUBLE,ue,1117,-0.475769,1.182068,,0,{NULL},101660,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",-597.823975,Not RatioMetric,B7034_18A,Strain,
B7053_18A,DT_DOUBLE,ue,1117,-1.262741,25.133331,,0,{NULL},102120,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-187.478241,Not RatioMetric,B7053_18A,Strain,
B7041_18A,DT_DOUBLE,ue,1117,-2.965271,12.734009,,0,{NULL},101380,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",-399.302032,Not RatioMetric,B7041_18A,Strain,
A2149,DT_DOUBLE,g,1117,-0.002243,0.002116,,0,{NULL},2.5188,0,ExcitationOn,1,"IW4-0626,0,CHAN-1",-0.008626,Not RatioMetric,A2149,Accelerometer,
B7044_18A,DT_DOUBLE,ue,1117,-1.41449,59.643066,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",313.177063,Not RatioMetric,B7044_18A,Strain,
B7058_18A,DT_DOUBLE,ue,1117,-2.015564,94.614044,,0,{NULL},103240,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-311.229492,Not RatioMetric,B7058_18A,Strain,
B7047_18A,DT_DOUBLE,ue,1117,-3.578148,65.571243,,0,{NULL},103120,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-127.871788,Not RatioMetric,B7047_18A,Strain,
B4541_18A,DT_DOUBLE,ue,1117,-1.249756,42.601135,,0,{NULL},108040,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",517.291321,Not RatioMetric,B4541_18A,Strain,
B4526_18A,DT_DOUBLE,ue,1117,-1.198364,26.296875,,0,{NULL},104860,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-1601.097778,Not RatioMetric,B4526_18A,Strain,
B7061_18A,DT_DOUBLE,ue,1117,-1.50853,56.657204,,0,{NULL},103540,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",-120.376984,Not RatioMetric,B7061_18A,Strain,
B6876_18B,DT_DOUBLE,ue,1117,-1.245453,10.421768,,0,{NULL},104100,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",-251.786224,Not RatioMetric,B6876_18B,Strain,
IW4-0624-0-CHAN-1,DT_DOUBLE,none,1117,-0.001385,-0.001334,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-1",0,Not RatioMetric,IW4-0624-0-CHAN-1,Unknown,
IW4-0624-0-CHAN-2,DT_DOUBLE,none,1117,-0.000975,-0.000924,,0,{NULL},1,0,ExcitationOn,1,"IW4-0624,0,CHAN-2",0,Not RatioMetric,IW4-0624-0-CHAN-2,Unknown,
