Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R16_07_25_2019_10_35_31,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:35:33.604 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R16_07_25_2019_10_35_31.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:35:31.884,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:35:31.884,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,2678,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,2678,-0.388718,15.836159,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-140.096161,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,2678,-1.279297,17.422974,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-588.318176,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,2678,-0.312523,11.292097,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",-3.940666,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,2678,-0.002559,-0.002501,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,2678,-0.133392,8.359467,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-475.910004,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,2678,-0.117981,2.965576,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-404.853302,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,2678,-0.221931,9.544746,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",118.317665,Not RatioMetric,B5410_18A,Strain,
B4531_18A,DT_DOUBLE,ue,2678,-1.469116,17.65863,,0,{NULL},108920,0,ExcitationOn,64,"P-0448,0,CHAN-4",-620.138306,Not RatioMetric,B4531_18A,Strain,
B7039_18A,DT_DOUBLE,ue,2678,0.07547,14.824371,,0,{NULL},102620,0,ExcitationOn,64,"IW4-0626,0,CHAN-1",-318.014618,Not RatioMetric,B7039_18A,Strain,
B7056_18A,DT_DOUBLE,ue,2678,-0.374344,13.541626,,0,{NULL},102920,0,ExcitationOn,64,"IW4-0626,0,CHAN-2",-153.480377,Not RatioMetric,B7056_18A,Strain,
B5406_18A,DT_DOUBLE,ue,2678,-0.227196,18.842026,,0,{NULL},106560,0,ExcitationOn,64,"IW4-0626,0,CHAN-3",-108.429909,Not RatioMetric,B5406_18A,Strain,
B5395_18A,DT_DOUBLE,ue,2678,-0.230091,21.410713,,0,{NULL},108400,0,ExcitationOn,64,"IW4-0626,0,CHAN-4",-60.591644,Not RatioMetric,B5395_18A,Strain,
B6192_18A,DT_DOUBLE,ue,2678,-7.739899,0.111557,,0,{NULL},104960,0,ExcitationOn,64,"IW4-0623,0,CHAN-1",-221.41066,Not RatioMetric,B6192_18A,Strain,
B6190_18A,DT_DOUBLE,ue,2678,-0.163834,19.328003,,0,{NULL},114400,0,ExcitationOn,64,"IW4-0623,0,CHAN-2",44.551571,Not RatioMetric,B6190_18A,Strain,
B7035_18A,DT_DOUBLE,ue,2678,-0.149605,10.142151,,0,{NULL},102560,0,ExcitationOn,64,"IW4-0623,0,CHAN-3",-111.202477,Not RatioMetric,B7035_18A,Strain,
B7059_18A,DT_DOUBLE,ue,2678,-0.151329,22.163589,,0,{NULL},104280,0,ExcitationOn,64,"IW4-0623,0,CHAN-4",98.370148,Not RatioMetric,B7059_18A,Strain,
B7046_18A,DT_DOUBLE,ue,2678,-0.876961,12.823036,,0,{NULL},102880,0,ExcitationOn,64,"IW4-0625,0,CHAN-1",29.778637,Not RatioMetric,B7046_18A,Strain,
B7032_18A,DT_DOUBLE,ue,2678,-0.065237,6.024813,,0,{NULL},100720,0,ExcitationOn,64,"IW4-0625,0,CHAN-2",-26.2493,Not RatioMetric,B7032_18A,Strain,
B5382_18A,DT_DOUBLE,ue,2678,-0.880844,1.019775,,0,{NULL},104320,0,ExcitationOn,64,"IW4-0625,0,CHAN-3",179.972488,Not RatioMetric,B5382_18A,Strain,
B6191_18A,DT_DOUBLE,ue,2678,-0.058699,3.76831,,0,{NULL},107720,0,ExcitationOn,64,"IW4-0625,0,CHAN-4",3.146472,Not RatioMetric,B6191_18A,Strain,
B6182_18A,DT_DOUBLE,ue,2678,-0.866272,10.215817,,0,{NULL},107160,0,ExcitationOn,64,"IW4-0634,0,CHAN-1",-24.966198,Not RatioMetric,B6182_18A,Strain,
B5401_18A,DT_DOUBLE,ue,2678,-0.12941,9.295212,,0,{NULL},105780,0,ExcitationOn,64,"IW4-0634,0,CHAN-2",135.161835,Not RatioMetric,B5401_18A,Strain,
B7062_18A,DT_DOUBLE,ue,2678,-0.104187,5.52655,,0,{NULL},105000,0,ExcitationOn,64,"IW4-0634,0,CHAN-3",-568.466736,Not RatioMetric,B7062_18A,Strain,
B7029_18A,DT_DOUBLE,ue,2678,-0.125557,2.282951,,0,{NULL},101400,0,ExcitationOn,64,"IW4-0634,0,CHAN-4",93.697609,Not RatioMetric,B7029_18A,Strain,
B7031_18A,DT_DOUBLE,ue,2678,-0.106567,16.391342,,0,{NULL},101760,0,ExcitationOn,64,"IW4-0636,0,CHAN-1",57.423615,Not RatioMetric,B7031_18A,Strain,
B5412_18A,DT_DOUBLE,ue,2678,-0.066002,13.545677,,0,{NULL},106300,0,ExcitationOn,64,"IW4-0636,0,CHAN-2",102.510628,Not RatioMetric,B5412_18A,Strain,
B7042_18A,DT_DOUBLE,ue,2678,-5.053188,0.298313,,0,{NULL},102140,0,ExcitationOn,64,"IW4-0636,0,CHAN-3",-62.086895,Not RatioMetric,B7042_18A,Strain,
B4523_18A,DT_DOUBLE,ue,2678,-0.135559,12.680298,,0,{NULL},111720,0,ExcitationOn,64,"IW4-0636,0,CHAN-4",-595.19989,Not RatioMetric,B4523_18A,Strain,
B6178_18A,DT_DOUBLE,ue,2678,-0.084534,6.326752,,0,{NULL},108440,0,ExcitationOn,64,"IW4-0627,0,CHAN-1",-305.917908,Not RatioMetric,B6178_18A,Strain,
B5381_18A,DT_DOUBLE,ue,2678,-0.065899,5.578266,,0,{NULL},106840,0,ExcitationOn,64,"IW4-0627,0,CHAN-2",-56.88826,Not RatioMetric,B5381_18A,Strain,
IW4-0627-0-CHAN-3,DT_DOUBLE,none,2678,-0.003103,-0.003045,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-3",0,Not RatioMetric,IW4-0627-0-CHAN-3,Unknown,
IW4-0627-0-CHAN-4,DT_DOUBLE,none,2678,-0.00237,-0.002299,,0,{NULL},1,0,ExcitationOn,1,"IW4-0627,0,CHAN-4",0,Not RatioMetric,IW4-0627-0-CHAN-4,Unknown,
