Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R27_07_25_2019_10_53_32,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:53:34.236 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R27_07_25_2019_10_53_32.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:53:32.541,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:53:32.541,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,1380,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,1380,-0.205322,13.905441,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-133.987625,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,1380,-0.070435,16.990479,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-582.169739,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,1380,-0.040451,15.158966,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",2.990342,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,1380,-0.002566,-0.002505,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,1380,-0.045929,4.943695,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-470.17337,Not RatioMetric,B7060_18A,Strain,
