Root Name,Title,Author,Date/Time,Groups,Description,ActualStartTime,DATAFILENAME,DATAFILEPATH,LOCATION,PROJECTNAME,PROJECTSTARTDATE,SampleRate_s_s_,TDMS_FileType,TestDuration_s_,,,,
PonkaConcreteBridge_R15_07_25_2019_10_34_01,PonkaConcretBridge,Dr Linzell Team,,1,Short description of what the test is all about.,07/25/2019 10:34:02.787 AM,C:\STS_UserData\Data\July_2019\25\PonkaConcreteBridge_R15_07_25_2019_10_34_01.tdms,C:\STS_UserData\Data,Ponak Omaha,PonkaConcreteBridge,9:43:14.942 AM7/25/2019,100,LiveloadData,1200,,,,
,,,,,,,,,,,,,,,,,,
Group,Channels,Description,GroupName,SampleRate_s_s_,,,,,,,,,,,,,,
Sensors_Started @ 10:34:01.083,33,,Sensors,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sensors_Started @ 10:34:01.083,,,,,,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ArrayColumn,Attributes,CalFactor,CalOffset,ExcitationMode,Gain,Location,Offset,RatioMetric_,SensorName,Type,Start Index
Time,DT_DOUBLE,s,2908,,,,0,,,,,,,,,,,
B7030_18A,DT_DOUBLE,ue,2908,-0.490067,15.118141,,0,{NULL},103720,0,ExcitationOn,64,"P-0463,0,CHAN-1",-139.518188,Not RatioMetric,B7030_18A,Strain,
B4520_18A,DT_DOUBLE,ue,2908,-0.223328,13.40033,,0,{NULL},107760,0,ExcitationOn,64,"P-0463,0,CHAN-2",-587.624207,Not RatioMetric,B4520_18A,Strain,
B7037_18A,DT_DOUBLE,ue,2908,-0.512969,6.273252,,0,{NULL},103460,0,ExcitationOn,64,"P-0463,0,CHAN-3",-2.984969,Not RatioMetric,B7037_18A,Strain,
P-0463-0-CHAN-4,DT_DOUBLE,none,2908,-0.002564,-0.002501,,0,{NULL},1,0,ExcitationOn,1,"P-0463,0,CHAN-4",0,Not RatioMetric,P-0463-0-CHAN-4,Unknown,
B7060_18A,DT_DOUBLE,ue,2908,-0.164001,9.975739,,0,{NULL},103720,0,ExcitationOn,64,"P-0448,0,CHAN-1",-475.161346,Not RatioMetric,B7060_18A,Strain,
B4524_18A,DT_DOUBLE,ue,2908,-0.348236,3.15799,,0,{NULL},108120,0,ExcitationOn,64,"P-0448,0,CHAN-2",-404.067627,Not RatioMetric,B4524_18A,Strain,
B5410_18A,DT_DOUBLE,ue,2908,-0.13842,13.593292,,0,{NULL},106080,0,ExcitationOn,64,"P-0448,0,CHAN-3",118.923508,Not RatioMetric,B5410_18A,Strain,
